bigram,freq
"('dieses', 'mal')",1
"('mal', 'waren')",1
"('waren', 'alle')",1
"('seiner', 'meinung')",1
"('meinung', 'wenn')",1
"('euch', 'diese')",1
"('diese', 'details')",1
"('details', 'über')",1
"('b', 'erzähle')",1
"('erzähle', 'und')",1
"('und', 'seine')",1
"('seine', 'nummer')",1
"('nummer', 'verraten')",1
"('verraten', 'habe')",1
"('habe', 'dann')",1
"('dann', 'wegen')",1
"('der', 'erwachsenen')",1
"('erwachsenen', 'erwachsene')",1
"('erwachsene', 'lieben')",1
"('zahlen', 'erzählt')",1
"('ihnen', 'von')",1
"('einem', 'neuen')",1
"('neuen', 'freund')",1
"('freund', 'stellen')",1
"('euch', 'nie')",1
"('nie', 'fragen')",1
"('fragen', 'über')",1
"('wesentliche', 'sie')",1
"('sie', 'sagen')",1
"('sagen', 'niemals')",1
"('niemals', 'wie')",1
"('wie', 'klingt')",1
"('klingt', 'seine')",1
"('seine', 'stimme')",1
"('stimme', 'was')",1
"('was', 'sind')",1
"('sind', 'seine')",1
"('seine', 'lieblingsspiele')",1
"('lieblingsspiele', 'sammelt')",1
"('sammelt', 'er')",1
"('er', 'schmetterlinge')",1
"('schmetterlinge', 'sie')",1
"('sie', 'fragen')",1
"('fragen', 'euch')",1
"('wie', 'alt')",1
"('alt', 'ist')",1
"('wie', 'viele')",1
"('viele', 'geschwister')",1
"('geschwister', 'hat')",1
"('viel', 'wiegt')",1
"('wiegt', 'er')",1
"('viel', 'verdient')",1
"('verdient', 'sein')",1
"('sein', 'vater')",1
"('vater', 'damit')",1
"('damit', 'glauben')",1
"('zu', 'kennen')",1
"('kennen', 'erzählt')",1
"('ein', 'schönes')",1
"('schönes', 'haus')",1
"('haus', 'aus')",1
"('aus', 'roten')",1
"('roten', 'ziegelsteinen')",1
"('ziegelsteinen', 'gesehen')",1
"('gesehen', 'mit')",1
"('mit', 'geranien')",1
"('geranien', 'vor')",1
"('vor', 'den')",1
"('den', 'fenstern')",1
"('fenstern', 'und')",1
"('und', 'tauben')",1
"('tauben', 'auf')",1
"('dem', 'dach')",1
"('dach', 'dann')",1
"('dann', 'gelingt')",1
"('gelingt', 'es')",1
"('es', 'ihnen')",1
"('ihnen', 'nicht')",1
"('nicht', 'sich')",1
"('sich', 'dieses')",1
"('dieses', 'haus')",1
"('haus', 'vorzustellen')",1
"('vorzustellen', 'man')",1
"('muss', 'ihnen')",1
"('sagen', 'ich')",1
"('haus', 'gesehen')",1
"('gesehen', 'dass')",1
"('dass', 'hunderttausend')",1
"('hunderttausend', 'francs')",1
"('francs', 'wert')",1
"('wert', 'ist')",1
"('dann', 'rufen')",1
"('rufen', 'sie')",1
"('sie', 'erfreut')",1
"('erfreut', 'oh')",1
"('oh', 'wie')",1
"('schön', 'wenn')",1
"('ihnen', 'also')",1
"('also', 'sagt')",1
"('sagt', 'der')",1
"('der', 'beweis')",1
"('beweis', 'dafür')",1
"('prinzen', 'wirklich')",1
"('wirklich', 'gegeben')",1
"('gegeben', 'hat')",1
"('hat', 'liegt')",1
"('liegt', 'darin')",1
"('darin', 'dass')",1
"('er', 'bezaubernd')",1
"('bezaubernd', 'war')",1
"('lachte', 'und')",1
"('und', 'dass')",1
"('schaf', 'wünschte')",1
"('wünschte', 'wenn')",1
"('schaf', 'möchte')",1
"('möchte', 'beweist')",1
"('beweist', 'das')",1
"('doch', 'dass')",1
"('einen', 'gibt')",1
"('schultern', 'zucken')",1
"('zucken', 'und')",1
"('kind', 'behandeln')",1
"('behandeln', 'sagt')",1
"('sagt', 'ihr')",1
"('ihnen', 'aber')",1
"('heimatplanet', 'ist')",1
"('b', 'dann')",1
"('sie', 'überzeugt')",1
"('überzeugt', 'sein')",1
"('ruhe', 'lassen')",1
"('lassen', 'mit')",1
"('ihren', 'fragen')",1
"('fragen', 'so')",1
"('sie', 'man')",1
"('man', 'darf')",1
"('darf', 'ihnen')",1
"('ihnen', 'deswegen')",1
"('deswegen', 'nicht')",1
"('nicht', 'böse')",1
"('böse', 'sein')",1
"('sein', 'kinder')",1
"('kinder', 'müssen')",1
"('müssen', 'mit')",1
"('mit', 'erwachsenen')",1
"('erwachsenen', 'nachsichtig')",1
"('nachsichtig', 'sein')",1
"('sein', 'aber')",1
"('aber', 'wir')",1
"('wir', 'die')",1
"('verstehen', 'lachen')",1
"('lachen', 'natürlich')",1
"('natürlich', 'über')",1
"('über', 'zahlen')",1
"('zahlen', 'eigentlich')",1
"('eigentlich', 'hätte')",1
"('geschichte', 'viel')",1
"('viel', 'lieber')",1
"('lieber', 'wie')",1
"('ein', 'märchen')",1
"('märchen', 'begonnen')",1
"('begonnen', 'ich')",1
"('hätte', 'gerne')",1
"('gerne', 'gesagt')",1
"('gesagt', 'es')",1
"('war', 'einmal')",1
"('einmal', 'ein')",1
"('der', 'lebte')",1
"('lebte', 'auf')",1
"('der', 'war')",1
"('er', 'selbst')",1
"('selbst', 'und')",1
"('er', 'brauchte')",1
"('brauchte', 'einen')",1
"('freund', 'für')",1
"('für', 'all')",1
"('all', 'jene')",1
"('jene', 'die')",1
"('verstehen', 'würde')",1
"('würde', 'das')",1
"('das', 'viel')",1
"('viel', 'richtiger')",1
"('richtiger', 'klingen')",1
"('klingen', 'denn')",1
"('mag', 'es')",1
"('nicht', 'wenn')",1
"('man', 'mein')",1
"('mein', 'buch')",1
"('buch', 'so')",1
"('so', 'leichtfertig')",1
"('leichtfertig', 'liest')",1
"('liest', 'es')",1
"('es', 'betrübt')",1
"('betrübt', 'mich')",1
"('von', 'diesen')",1
"('diesen', 'erinnerungen')",1
"('erinnerungen', 'zu')",1
"('zu', 'erzählen')",1
"('erzählen', 'es')",1
"('her', 'dass')",1
"('dass', 'mein')",1
"('freund', 'mit')",1
"('mit', 'seinem')",1
"('seinem', 'schaf')",1
"('schaf', 'verschwunden')",1
"('verschwunden', 'ist')",1
"('ist', 'wenn')",1
"('versuche', 'ihn')",1
"('ihn', 'hier')",1
"('hier', 'zu')",1
"('zu', 'beschreiben')",1
"('beschreiben', 'dann')",1
"('dann', 'deswegen')",1
"('deswegen', 'um')",1
"('um', 'ihn')",1
"('vergessen', 'es')",1
"('traurig', 'einen')",1
"('freund', 'zu')",1
"('vergessen', 'nicht')",1
"('nicht', 'jeder')",1
"('jeder', 'hatte')",1
"('schon', 'mal')",1
"('mal', 'einen')",1
"('freund', 'ich')",1
"('ich', 'könnte')",1
"('könnte', 'wie')",1
"('großen', 'werden')",1
"('nur', 'noch')",1
"('noch', 'für')",1
"('für', 'zahlen')",1
"('zahlen', 'interessieren')",1
"('interessieren', 'doch')",1
"('doch', 'deswegen')",1
"('deswegen', 'habe')",1
"('ja', 'den')",1
"('den', 'farbkasten')",1
"('farbkasten', 'und')",1
"('die', 'stifte')",1
"('stifte', 'gekauft')",1
"('gekauft', 'es')",1
"('schwierig', 'in')",1
"('in', 'meinem')",1
"('meinem', 'alter')",1
"('alter', 'wieder')",1
"('wieder', 'mit')",1
"('dem', 'zeichnen')",1
"('zeichnen', 'anzufangen')",1
"('anzufangen', 'wenn')",1
"('man', 'nie')",1
"('anderes', 'versucht')",1
"('versucht', 'hat')",1
"('hat', 'als')",1
"('als', 'mit')",1
"('eine', 'geschlossene')",1
"('eine', 'offene')",1
"('offene', 'riesenschlange')",1
"('riesenschlange', 'zu')",1
"('zu', 'malen')",1
"('malen', 'ich')",1
"('werde', 'natürlich')",1
"('natürlich', 'versuchen')",1
"('versuchen', 'die')",1
"('die', 'abbildungen')",1
"('abbildungen', 'möglichst')",1
"('möglichst', 'wahrheitsgetreu')",1
"('wahrheitsgetreu', 'zu')",1
"('zeichnen', 'aber')",1
"('nicht', 'sicher')",1
"('sicher', 'ob')",1
"('es', 'schaffe')",1
"('schaffe', 'das')",1
"('das', 'eine')",1
"('eine', 'bild')",1
"('bild', 'gelingt')",1
"('gelingt', 'das')",1
"('das', 'andere')",1
"('andere', 'hat')",1
"('hat', 'schon')",1
"('schon', 'keine')",1
"('keine', 'ähnlichkeit')",1
"('ähnlichkeit', 'mehr')",1
"('mehr', 'auch')",1
"('auch', 'mit')",1
"('der', 'größe')",1
"('größe', 'liege')",1
"('liege', 'ich')",1
"('bisschen', 'falsch')",1
"('falsch', 'hier')",1
"('zu', 'groß')",1
"('groß', 'da')",1
"('auch', 'zögere')",1
"('zögere', 'ich')",1
"('farbe', 'seiner')",1
"('seiner', 'kleidung')",1
"('kleidung', 'ich')",1
"('versuche', 'es')",1
"('es', 'mal')",1
"('so', 'und')",1
"('so', 'eben')",1
"('eben', 'so')",1
"('gut', 'es')",1
"('geht', 'ich')",1
"('werde', 'mich')",1
"('mich', 'bestimmt')",1
"('bestimmt', 'bei')",1
"('bei', 'einigen')",1
"('einigen', 'viel')",1
"('viel', 'wichtigeren')",1
"('wichtigeren', 'details')",1
"('details', 'täuschen')",1
"('täuschen', 'aber')",1
"('das', 'muss')",1
"('mir', 'nachsehen')",1
"('nachsehen', 'mein')",1
"('freund', 'gab')",1
"('gab', 'mir')",1
"('mir', 'nie')",1
"('nie', 'irgendwelche')",1
"('irgendwelche', 'erklärungen')",1
"('erklärungen', 'er')",1
"('er', 'glaubte')",1
"('glaubte', 'vielleicht')",1
"('vielleicht', 'ich')",1
"('sei', 'ihm')",1
"('ihm', 'ähnlich')",1
"('ähnlich', 'aber')",1
"('man', 'durch')",1
"('durch', 'kistenbretter')",1
"('kistenbretter', 'hindurch')",1
"('hindurch', 'schafe')",1
"('schafe', 'sieht')",1
"('sieht', 'vielleicht')",1
"('vielleicht', 'bin')",1
"('ich', 'doch')",1
"('doch', 'schon')",1
"('muss', 'älter')",1
"('älter', 'geworden')",1
"('geworden', 'sein')",1
"('sein', 'jeden')",1
"('tag', 'lernte')",1
"('ich', 'etwas')",1
"('etwas', 'über')",1
"('planeten', 'über')",1
"('den', 'abschied')",1
"('abschied', 'über')",1
"('die', 'reise')",1
"('reise', 'das')",1
"('das', 'kam')",1
"('kam', 'nach')",1
"('nach', 'durch')",1
"('durch', 'zufällige')",1
"('zufällige', 'überlegungen')",1
"('überlegungen', 'auf')",1
"('diese', 'weise')",1
"('weise', 'erfuhr')",1
"('am', 'dritten')",1
"('dritten', 'tag')",1
"('tag', 'von')",1
"('der', 'tragödie')",1
"('tragödie', 'mit')",1
"('affenbrotbäumen', 'auch')",1
"('das', 'geschah')",1
"('geschah', 'dank')",1
"('dank', 'eines')",1
"('eines', 'schafs')",1
"('schafs', 'denn')",1
"('denn', 'plötzlich')",1
"('plötzlich', 'fragte')",1
"('fragte', 'mich')",1
"('mich', 'der')",1
"('prinz', 'wie')",1
"('wie', 'von')",1
"('einem', 'schlimmen')",1
"('schlimmen', 'zweifel')",1
"('zweifel', 'überkommen')",1
"('überkommen', 'es')",1
"('doch', 'wahr')",1
"('wahr', 'dass')",1
"('fressen', 'oder')",1
"('oder', 'ja')",1
"('ist', 'wahr')",1
"('wahr', 'ah')",1
"('da', 'bin')",1
"('ich', 'froh')",1
"('froh', 'ich')",1
"('verstand', 'nicht')",1
"('nicht', 'warum')",1
"('warum', 'es')",1
"('so', 'wichtig')",1
"('wichtig', 'war')",1
"('fressen', 'aber')",1
"('prinz', 'fügte')",1
"('also', 'fressen')",1
"('fressen', 'sie')",1
"('sie', 'auch')",1
"('auch', 'affenbrotbäume')",1
"('affenbrotbäume', 'ich')",1
"('ich', 'wies')",1
"('wies', 'den')",1
"('darauf', 'hin')",1
"('hin', 'dass')",1
"('dass', 'affenbrotbäume')",1
"('affenbrotbäume', 'keine')",1
"('keine', 'sträucher')",1
"('sträucher', 'seien')",1
"('seien', 'sondern')",1
"('sondern', 'bäume')",1
"('bäume', 'so')",1
"('groß', 'wie')",1
"('wie', 'kirchen')",1
"('kirchen', 'und')",1
"('und', 'selbst')",1
"('sich', 'eine')",1
"('eine', 'ganze')",1
"('ganze', 'herde')",1
"('herde', 'elefanten')",1
"('elefanten', 'mitnehmen')",1
"('mitnehmen', 'würde')",1
"('würde', 'die')",1
"('die', 'herde')",1
"('herde', 'nicht')",1
"('an', 'einen')",1
"('einzigen', 'affenbrotbaum')",1
"('affenbrotbaum', 'heranreichen')",1
"('heranreichen', 'über')",1
"('die', 'idee')",1
"('idee', 'mit')",1
"('den', 'elefanten')",1
"('elefanten', 'musste')",1
"('musste', 'der')",1
"('prinz', 'lachen')",1
"('lachen', 'man')",1
"('müsste', 'sie')",1
"('sie', 'übereinander')",1
"('übereinander', 'stapeln')",1
"('stapeln', 'aber')",1
"('dann', 'bemerkte')",1
"('bemerkte', 'er')",1
"('er', 'weise')",1
"('weise', 'bevor')",1
"('bevor', 'die')",1
"('affenbrotbäume', 'wachsen')",1
"('wachsen', 'sind')",1
"('sie', 'doch')",1
"('doch', 'erst')",1
"('erst', 'klein')",1
"('klein', 'das')",1
"('stimmt', 'aber')",1
"('warum', 'möchtest')",1
"('möchtest', 'du')",1
"('du', 'dass')",1
"('deine', 'schafe')",1
"('die', 'kleinen')",1
"('kleinen', 'affenbrotbäume')",1
"('affenbrotbäume', 'fressen')",1
"('fressen', 'er')",1
"('antwortete', 'schon')",1
"('schon', 'gut')",1
"('gut', 'wir')",1
"('wir', 'werden')",1
"('werden', 'ja')",1
"('ja', 'sehen')",1
"('sehen', 'als')",1
"('als', 'ginge')",1
"('ginge', 'es')",1
"('es', 'um')",1
"('eine', 'selbstverständlichkeit')",1
"('selbstverständlichkeit', 'und')",1
"('es', 'kostete')",1
"('kostete', 'mich')",1
"('mich', 'ganz')",1
"('ganz', 'schön')",1
"('schön', 'viel')",1
"('viel', 'intelligenz')",1
"('intelligenz', 'um')",1
"('um', 'dieses')",1
"('dieses', 'problem')",1
"('problem', 'allein')",1
"('allein', 'zu')",1
"('auf', 'jedem')",1
"('jedem', 'planeten')",1
"('planeten', 'natürlich')",1
"('natürlich', 'gute')",1
"('gute', 'und')",1
"('schlechte', 'pflanzen')",1
"('pflanzen', 'daher')",1
"('daher', 'gab')",1
"('es', 'auch')",1
"('auch', 'gute')",1
"('gute', 'samen')",1
"('von', 'guten')",1
"('guten', 'pflanzen')",1
"('pflanzen', 'und')",1
"('schlechte', 'samen')",1
"('von', 'schlechten')",1
"('schlechten', 'pflanzen')",1
"('pflanzen', 'aber')",1
"('aber', 'samen')",1
"('samen', 'sind')",1
"('sind', 'unsichtbar')",1
"('unsichtbar', 'sie')",1
"('schlafen', 'verborgen')",1
"('verborgen', 'in')",1
"('erde', 'bis')",1
"('bis', 'aus')",1
"('aus', 'einer')",1
"('einer', 'laune')",1
"('laune', 'heraus')",1
"('heraus', 'ein')",1
"('ein', 'korn')",1
"('korn', 'erwacht')",1
"('erwacht', 'es')",1
"('es', 'reckt')",1
"('reckt', 'sich')",1
"('und', 'schiebt')",1
"('schiebt', 'ganz')",1
"('ganz', 'schüchtern')",1
"('schüchtern', 'noch')",1
"('noch', 'einen')",1
"('einen', 'entzückenden')",1
"('entzückenden', 'kleinen')",1
"('kleinen', 'ganz')",1
"('ganz', 'harmlosen')",1
"('harmlosen', 'halm')",1
"('sonne', 'entgegen')",1
"('entgegen', 'handelt')",1
"('den', 'trieb')",1
"('trieb', 'eines')",1
"('eines', 'radieschens')",1
"('radieschens', 'oder')",1
"('oder', 'einer')",1
"('rose', 'dann')",1
"('dann', 'kann')",1
"('so', 'wachsen')",1
"('lassen', 'wie')",1
"('wie', 'es')",1
"('es', 'ihm')",1
"('ihm', 'gefällt')",1
"('gefällt', 'aber')",1
"('um', 'unkraut')",1
"('unkraut', 'handelt')",1
"('die', 'pflanze')",1
"('pflanze', 'umgehend')",1
"('umgehend', 'herausreißen')",1
"('herausreißen', 'sobald')",1
"('sie', 'entdeckt')",1
"('entdeckt', 'hat')",1
"('hat', 'nun')",1
"('nun', 'gab')",1
"('es', 'schreckliche')",1
"('schreckliche', 'samenkörner')",1
"('samenkörner', 'auf')",1
"('prinzen', 'es')",1
"('die', 'samen')",1
"('samen', 'der')",1
"('affenbrotbäume', 'der')",1
"('der', 'boden')",1
"('boden', 'des')",1
"('planeten', 'war')",1
"('war', 'davon')",1
"('davon', 'übersät')",1
"('übersät', 'so')",1
"('so', 'einen')",1
"('einen', 'affenbrotbaum')",1
"('affenbrotbaum', 'wird')",1
"('wird', 'man')",1
"('mehr', 'los')",1
"('los', 'wenn')",1
"('zu', 'spät')",1
"('spät', 'darum')",1
"('darum', 'kümmert')",1
"('kümmert', 'er')",1
"('er', 'befällt')",1
"('befällt', 'den')",1
"('planeten', 'er')",1
"('er', 'durchbohrt')",1
"('durchbohrt', 'ihn')",1
"('mit', 'seinen')",1
"('seinen', 'wurzeln')",1
"('wurzeln', 'und')",1
"('planet', 'zu')",1
"('affenbrotbäume', 'zu')",1
"('zu', 'zahlreich')",1
"('zahlreich', 'werden')",1
"('werden', 'dann')",1
"('dann', 'sprengen')",1
"('sprengen', 'sie')",1
"('frage', 'der')",1
"('der', 'disziplin')",1
"('disziplin', 'sagte')",1
"('mir', 'später')",1
"('später', 'der')",1
"('prinz', 'wenn')",1
"('man', 'morgens')",1
"('dem', 'bad')",1
"('bad', 'kommt')",1
"('kommt', 'dann')",1
"('planeten', 'säubern')",1
"('säubern', 'man')",1
"('muss', 'sich')",1
"('sich', 'dazu')",1
"('dazu', 'zwingen')",1
"('zwingen', 'die')",1
"('affenbrotbäume', 'regelmäßig')",1
"('regelmäßig', 'herauszureißen')",1
"('herauszureißen', 'sobald')",1
"('sie', 'von')",1
"('den', 'rosen')",1
"('rosen', 'unterscheiden')",1
"('unterscheiden', 'kann')",1
"('kann', 'denen')",1
"('sie', 'in')",1
"('in', 'jungem')",1
"('jungem', 'alter')",1
"('alter', 'sehr')",1
"('sehr', 'ähneln')",1
"('ähneln', 'es')",1
"('eine', 'nervige')",1
"('nervige', 'aber')",1
"('aber', 'ziemlich')",1
"('ziemlich', 'einfache')",1
"('einfache', 'arbeit')",1
"('arbeit', 'und')",1
"('und', 'eines')",1
"('tages', 'riet')",1
"('riet', 'er')",1
"('mir', 'mich')",1
"('mich', 'doch')",1
"('doch', 'zu')",1
"('zu', 'bemühen')",1
"('bemühen', 'eine')",1
"('eine', 'schöne')",1
"('schöne', 'zeichnung')",1
"('zeichnung', 'zu')",1
"('stande', 'zu')",1
"('zu', 'bringen')",1
"('bringen', 'damit')",1
"('damit', 'die')",1
"('kinder', 'bei')",1
"('zuhause', 'es')",1
"('sich', 'einprägten')",1
"('einprägten', 'wenn')",1
"('sie', 'eines')",1
"('tages', 'reisen')",1
"('reisen', 'sagte')",1
"('mir', 'kann')",1
"('kann', 'ihnen')",1
"('das', 'helfen')",1
"('helfen', 'manchmal')",1
"('manchmal', 'passiert')",1
"('passiert', 'nichts')",1
"('nichts', 'schlimmes')",1
"('schlimmes', 'wenn')",1
"('eine', 'pflicht')",1
"('pflicht', 'erst')",1
"('erst', 'später')",1
"('später', 'erledigt')",1
"('erledigt', 'aber')",1
"('um', 'affenbrotbäume')",1
"('affenbrotbäume', 'handelt')",1
"('es', 'immer')",1
"('immer', 'eine')",1
"('eine', 'katastrophe')",1
"('katastrophe', 'ich')",1
"('ich', 'kannte')",1
"('kannte', 'einen')",1
"('einen', 'planeten')",1
"('dem', 'ein')",1
"('ein', 'faulpelz')",1
"('faulpelz', 'wohnte')",1
"('wohnte', 'er')",1
"('hatte', 'drei')",1
"('drei', 'sträucher')",1
"('sträucher', 'einfach')",1
"('einfach', 'nicht')",1
"('nicht', 'beachtet')",1
"('beachtet', 'nach')",1
"('nach', 'den')",1
"('den', 'beschreibungen')",1
"('beschreibungen', 'des')",1
"('prinzen', 'zeichnete')",1
"('zeichnete', 'ich')",1
"('ich', 'diesen')",1
"('diesen', 'planeten')",1
"('planeten', 'ungern')",1
"('ungern', 'klinge')",1
"('klinge', 'ich')",1
"('ich', 'wie')",1
"('ein', 'moralapostel')",1
"('moralapostel', 'aber')",1
"('wie', 'gefähr')",1
"('gefähr', 'lich')",1
"('lich', 'affenbrotbäume')",1
"('affenbrotbäume', 'sind')",1
"('sind', 'ist')",1
"('so', 'wenig')",1
"('wenig', 'bekannt')",1
"('bekannt', 'und')",1
"('die', 'risiken')",1
"('risiken', 'für')",1
"('für', 'jemanden')",1
"('jemanden', 'der')",1
"('einen', 'asteroiden')",1
"('asteroiden', 'verirrt')",1
"('verirrt', 'sind')",1
"('groß', 'dass')",1
"('einmal', 'eine')",1
"('eine', 'ausnahme')",1
"('ausnahme', 'mache')",1
"('mache', 'ich')",1
"('sage', 'kinder')",1
"('kinder', 'vorsicht')",1
"('vorsicht', 'vor')",1
"('vor', 'affenbrotbäumen')",1
"('affenbrotbäumen', 'um')",1
"('um', 'meine')",1
"('freunde', 'vor')",1
"('vor', 'dieser')",1
"('dieser', 'unbekannten')",1
"('unbekannten', 'gefahr')",1
"('gefahr', 'zu')",1
"('zu', 'warnen')",1
"('warnen', 'der')",1
"('der', 'sie')",1
"('sie', 'ebenso')",1
"('ich', 'bislang')",1
"('bislang', 'stets')",1
"('stets', 'knapp')",1
"('knapp', 'entkommen')",1
"('entkommen', 'waren')",1
"('waren', 'für')",1
"('die', 'erkenntnis')",1
"('erkenntnis', 'aber')",1
"('aber', 'hat')",1
"('hat', 'es')",1
"('sich', 'gelohnt')",1
"('gelohnt', 'ihr')",1
"('ihr', 'fragt')",1
"('euch', 'vielleicht')",1
"('vielleicht', 'warum')",1
"('warum', 'gibt')",1
"('diesem', 'buch')",1
"('buch', 'nicht')",1
"('nicht', 'noch')",1
"('noch', 'andere')",1
"('andere', 'so')",1
"('so', 'großartige')",1
"('großartige', 'bilder')",1
"('bilder', 'wie')",1
"('wie', 'jenes')",1
"('jenes', 'mit')",1
"('affenbrotbäumen', 'die')",1
"('antwort', 'ist')",1
"('ist', 'einfach')",1
"('einfach', 'ich')",1
"('es', 'versucht')",1
"('versucht', 'aber')",1
"('mir', 'missglückt')",1
"('missglückt', 'beim')",1
"('beim', 'zeichnen')",1
"('zeichnen', 'der')",1
"('affenbrotbäume', 'hatte')",1
"('ich', 'jedoch')",1
"('jedoch', 'das')",1
"('gefühl', 'es')",1
"('es', 'sei')",1
"('sei', 'wirklich')",1
"('wirklich', 'dringend')",1
"('dringend', 'ach')",1
"('prinz', 'nach')",1
"('nach', 'habe')",1
"('so', 'dein')",1
"('dein', 'kleines')",1
"('kleines', 'trauriges')",1
"('trauriges', 'leben')",1
"('leben', 'verstanden')",1
"('verstanden', 'lange')",1
"('zeit', 'blieb')",1
"('blieb', 'dir')",1
"('dir', 'nur')",1
"('die', 'lieblichkeit')",1
"('lieblichkeit', 'der')",1
"('der', 'sonnenuntergänge')",1
"('sonnenuntergänge', 'um')",1
"('um', 'dich')",1
"('zu', 'zerstreuen')",1
"('zerstreuen', 'dieses')",1
"('dieses', 'detail')",1
"('detail', 'erfuhr')",1
"('morgen', 'des')",1
"('des', 'vierten')",1
"('vierten', 'tages')",1
"('tages', 'als')",1
"('als', 'du')",1
"('mir', 'sagtest')",1
"('sagtest', 'ich')",1
"('mag', 'sonnenuntergänge')",1
"('sonnenuntergänge', 'lass')",1
"('lass', 'uns')",1
"('uns', 'einen')",1
"('sonnenuntergang', 'anschauen')",1
"('anschauen', 'aber')",1
"('muss', 'warten')",1
"('warten', 'worauf')",1
"('worauf', 'denn')",1
"('denn', 'warten')",1
"('warten', 'darauf')",1
"('darauf', 'dass')",1
"('sonne', 'untergeht')",1
"('untergeht', 'du')",1
"('du', 'wirktest')",1
"('wirktest', 'zunächst')",1
"('zunächst', 'sehr')",1
"('überrascht', 'aber')",1
"('aber', 'musstest')",1
"('musstest', 'dann')",1
"('dann', 'selbst')",1
"('selbst', 'lachen')",1
"('hast', 'zu')",1
"('zu', 'mir')",1
"('mir', 'gesagt')",1
"('gesagt', 'ich')",1
"('glaube', 'immer')",1
"('immer', 'noch')",1
"('sei', 'bei')",1
"('mir', 'tatsächlich')",1
"('tatsächlich', 'wenn')",1
"('den', 'vereinigten')",1
"('vereinigten', 'staaten')",1
"('staaten', 'von')",1
"('von', 'amerika')",1
"('amerika', 'mittagszeit')",1
"('mittagszeit', 'ist')",1
"('ja', 'jeder')",1
"('jeder', 'dann')",1
"('dann', 'geht')",1
"('geht', 'in')",1
"('in', 'frankreich')",1
"('frankreich', 'die')",1
"('sonne', 'unter')",1
"('unter', 'man')",1
"('müsste', 'innerhalb')",1
"('innerhalb', 'einer')",1
"('minute', 'nach')",1
"('nach', 'frankreich')",1
"('frankreich', 'gelangen')",1
"('gelangen', 'können')",1
"('können', 'um')",1
"('den', 'sonnenuntergang')",1
"('sonnenuntergang', 'dort')",1
"('dort', 'zu')",1
"('sehen', 'leider')",1
"('leider', 'ist')",1
"('ist', 'frankreich')",1
"('frankreich', 'viel')",1
"('entfernt', 'aber')",1
"('aber', 'auf')",1
"('deinem', 'kleinen')",1
"('kleinen', 'planeten')",1
"('planeten', 'da')",1
"('da', 'musst')",1
"('musst', 'du')",1
"('nur', 'den')",1
"('den', 'stuhl')",1
"('stuhl', 'um')",1
"('ein', 'paar')",1
"('paar', 'schritte')",1
"('schritte', 'verrücken')",1
"('schon', 'siehst')",1
"('die', 'abenddämmerung')",1
"('abenddämmerung', 'wann')",1
"('du', 'willst')",1
"('willst', 'einmal')",1
"('einmal', 'hab')",1
"('sonne', 'dreiundvierzig')",1
"('mal', 'untergehen')",1
"('untergehen', 'sehen')",1
"('sehen', 'und')",1
"('wenig', 'später')",1
"('später', 'fügtest')",1
"('fügtest', 'du')",1
"('du', 'hinzu')",1
"('hinzu', 'weißt')",1
"('du', 'wenn')",1
"('man', 'sehr')",1
"('sehr', 'traurig')",1
"('traurig', 'ist')",1
"('dann', 'liebt')",1
"('liebt', 'man')",1
"('man', 'sonnenuntergänge')",1
"('sonnenuntergänge', 'also')",1
"('also', 'warst')",1
"('warst', 'du')",1
"('dem', 'tag')",1
"('tag', 'mit')",1
"('den', 'dreiundvierzig')",1
"('mal', 'besonders')",1
"('besonders', 'traurig')",1
"('nicht', 'am')",1
"('am', 'fünften')",1
"('fünften', 'tag')",1
"('tag', 'kam')",1
"('kam', 'ich')",1
"('ich', 'wieder')",1
"('wieder', 'einmal')",1
"('einmal', 'dank')",1
"('dank', 'des')",1
"('des', 'schafes')",1
"('schafes', 'hinter')",1
"('hinter', 'ein')",1
"('ein', 'weiteres')",1
"('weiteres', 'geheimnis')",1
"('geheimnis', 'im')",1
"('leben', 'des')",1
"('prinzen', 'ohne')",1
"('ohne', 'umschweife')",1
"('umschweife', 'fragte')",1
"('mich', 'geradeheraus')",1
"('geradeheraus', 'als')",1
"('als', 'pflücke')",1
"('pflücke', 'er')",1
"('die', 'frucht')",1
"('frucht', 'eines')",1
"('eines', 'lange')",1
"('lange', 'im')",1
"('stillen', 'gereiften')",1
"('gereiften', 'problems')",1
"('problems', 'wenn')",1
"('schaf', 'sträucher')",1
"('sträucher', 'frisst')",1
"('frisst', 'dann')",1
"('dann', 'also')",1
"('auch', 'blumen')",1
"('blumen', 'ein')",1
"('schaf', 'frisst')",1
"('frisst', 'einfach')",1
"('einfach', 'alles')",1
"('alles', 'was')",1
"('es', 'findet')",1
"('findet', 'selbst')",1
"('dornen', 'haben')",1
"('haben', 'ja')",1
"('ja', 'selbst')",1
"('selbst', 'blumen')",1
"('blumen', 'mit')",1
"('mit', 'dornen')",1
"('dornen', 'wozu')",1
"('wozu', 'dienen')",1
"('dienen', 'dann')",1
"('dann', 'diese')",1
"('diese', 'dornen')",1
"('dornen', 'ich')",1
"('wusste', 'es')",1
"('nicht', 'unterdessen')",1
"('unterdessen', 'war')",1
"('dem', 'versuch')",1
"('versuch', 'beschäftigt')",1
"('beschäftigt', 'an')",1
"('motor', 'einen')",1
"('einen', 'bolzen')",1
"('bolzen', 'zu')",1
"('zu', 'lockern')",1
"('lockern', 'der')",1
